7188.68	93.49
7240.77	93.68
7293.24	93.81
7346.09	93.89
7399.33	94.13
7452.94	94.29
7506.95	94.28
7561.35	94.14
7616.14	94.02
7671.33	93.89
7726.92	94.04
7782.91	94.42
7839.31	93.53
7896.12	95.34
7953.34	95.84
8010.97	94.94
8069.02	92.39
8127.49	95.44
8186.39	97.10
8245.71	97.17
8305.46	96.80
8365.65	96.27
8426.27	95.68
8487.33	95.07
8548.83	94.56
8610.78	94.15
8673.18	93.58
8736.03	92.29
8799.33	91.06
8863.09	90.12
8927.32	88.99
8992.01	87.21
9057.17	87.10
9122.80	86.42
9188.91	87.01
9255.50	87.12
9322.57	87.12
9390.12	86.20
9458.17	85.05
9526.70	84.94
9595.74	84.94
9665.27	86.65
9735.31	86.91
9805.86	86.97
9876.91	86.89
9948.49	86.14
10020.58	86.01
10093.19	84.79
10166.33	84.83
10240.00	81.57
10314.20	86.55
10388.94	86.92
10464.23	86.13
10540.05	85.95
10616.43	85.68
10693.36	85.63
10770.85	86.15
10848.90	86.44
10927.52	86.48
11006.70	87.19
11086.46	87.95
11166.80	88.58
11247.72	87.66
11329.22	88.26
11411.32	88.51
11494.01	89.47
11577.30	91.78
11661.20	91.98
11745.70	91.44
11830.81	91.21
11916.54	88.89
12002.89	87.28
12089.87	86.37
12177.48	84.34
12265.72	81.93
12354.61	81.09
12444.13	75.39
12534.31	74.65
12625.14	72.88
12716.62	73.99
12808.77	74.34
12901.59	71.59
12995.08	70.66
13089.25	73.87
13184.10	79.24
13279.64	79.72
13375.87	79.87
13472.79	80.96
13570.42	82.97
13668.76	83.47
13767.81	83.16
13867.58	81.49
13968.07	81.20
14069.29	81.95
14171.24	83.25
14273.93	85.20
14377.36	86.07
14481.55	87.44
14586.49	88.06
14692.19	88.71
14798.65	88.93
14905.89	89.11
15013.90	88.58
15122.70	89.04
15232.29	90.42
15342.66	91.06
15453.84	90.99
15565.83	91.01
15678.63	91.22
15792.24	91.45
15906.68	92.14
16021.94	92.17
16138.04	92.63
16254.99	92.93
16372.78	92.73
16491.42	92.64
16610.92	89.85
16731.29	86.99
16852.54	77.43
16974.66	75.07
17097.66	71.43
17221.56	68.38
17346.35	68.10
17472.05	74.34
17598.66	75.20
17726.19	75.59
17854.64	77.06
17984.02	78.55
18114.34	78.71
18245.61	81.42
18377.82	81.45
18510.99	82.33
18645.13	82.05
18780.24	82.34
18916.33	81.85
19053.41	81.50
19191.48	80.87
19330.55	80.21
19470.62	79.52
19611.72	80.16
19753.83	79.80
19896.97	79.04
20041.16	78.74
